A88,"Other viral infections of central nervous system, not elsewhere classified  ",,1
A89,Unspecified viral infection of central nervous system  ,,1
A92,Other mosquito-borne viral fevers  ,,1
A93,"Other arthropod-borne viral fevers, not elsewhere classified  ",,1
A94,Unspecified arthropod-borne viral fever  ,,1
A95,Yellow fever  ,,1
A96,Arenaviral haemorrhagic fever  ,,1
A97,Dengue  ,,1
A98,"Other viral haemorrhagic fevers, not elsewhere classified  ",,1
A99,Unspecified viral haemorrhagic fever  ,,1
B00,Herpesviral [herpes simplex] infections  ,,1
B01,Varicella [chickenpox]  ,,1
B02,Zoster [herpes zoster]  ,,1
B03,Smallpox  ,,1
B04,Monkeypox  ,,1
B05,Measles  ,,1
B06,Rubella [German measles]  ,,1
B07,Viral warts  ,,1
B08,"Other viral infections characterized by skin and mucous membrane lesions, not elsewhere classified  ",,1
B09,Unspecified viral infection characterized by skin and mucous membrane lesions  ,,1
B15,Acute hepatitis A  ,,1
B16,Acute hepatitis B  ,,1
B17,Other acute viral hepatitis  ,,1
B18,Chronic viral hepatitis  ,,1
B19,Unspecified viral hepatitis  ,,1
B20,Human immunodeficiency virus [HIV] disease resulting in infectious and parasitic diseases  ,,1
B21,Human immunodeficiency virus [HIV] disease resulting in malignant neoplasms  ,,1
B22,Human immunodeficiency virus [HIV] disease resulting in other specified diseases  ,,1
B23,Human immunodeficiency virus [HIV] disease resulting in other conditions  ,,1
B24,Unspecified human immunodeficiency virus [HIV] disease  ,,1
B25,Cytomegaloviral disease  ,,1
B26,Mumps  ,,1
B27,Infectious mononucleosis  ,,1
B30,Viral conjunctivitis  ,,1
B33,"Other viral diseases, not elsewhere classified  ",,1
B34,Viral infection of unspecified site  ,,1
B35,Dermatophytosis  ,,1
B36,Other superficial mycoses  ,,1
B37,Candidiasis  ,,1
B38,Coccidioidomycosis  ,,1
B39,Histoplasmosis  ,,1
B40,Blastomycosis  ,,1
B41,Paracoccidioidomycosis  ,,1
B42,Sporotrichosis  ,,1
B43,Chromomycosis and phaeomycotic abscess  ,,1
B44,Aspergillosis  ,,1
B45,Cryptococcosis  ,,1
B46,Zygomycosis  ,,1
B47,Mycetoma  ,,1
B48,"Other mycoses, not elsewhere classified  ",,1
B49,Unspecified mycosis  ,,1
B50,Plasmodium falciparum malaria  ,,1
B51,Plasmodium vivax malaria  ,,1
B52,Plasmodium malariae malaria  ,,1
B53,Other parasitologically confirmed malaria  ,,1
B54,Unspecified malaria  ,,1
B55,Leishmaniasis  ,,1
B56,African trypanosomiasis  ,,1
B57,Chagas disease  ,,1
B58,Toxoplasmosis  ,,1
B60,"Other protozoal diseases, not elsewhere classified  ",,1
B64,Unspecified protozoal disease  ,,1
B65,Schistosomiasis [bilharziasis]  ,,1
B66,Other fluke infections  ,,1
B67,Echinococcosis  ,,1
B68,Taeniasis  ,,1
B69,Cysticercosis  ,,1
B70,Diphyllobothriasis and sparganosis  ,,1
B71,Other cestode infections  ,,1
B72,Dracunculiasis  ,,1
B73,Onchocerciasis  ,,1
B74,Filariasis  ,,1
B75,Trichinellosis  ,,1
B76,Hookworm diseases  ,,1
B77,Ascariasis  ,,1
B78,Strongyloidiasis  ,,1
B79,Trichuriasis  ,,1
B80,Enterobiasis  ,,1
B81,"Other intestinal helminthiases, not elsewhere classified  ",,1
B82,Unspecified intestinal parasitism  ,,1
B83,Other helminthiases  ,,1
B85,Pediculosis and phthiriasis  ,,1
B86,Scabies  ,,1
B87,Myiasis  ,,1
B88,Other infestations  ,,1
B89,Unspecified parasitic disease  ,,1
B90,Sequelae of tuberculosis  ,,1
B91,Sequelae of poliomyelitis  ,,1
B92,Sequelae of leprosy  ,,1
B94,Sequelae of other and unspecified infectious and parasitic diseases  ,,1
B95,Streptococcus and staphylococcus as the cause of diseases classified to other chapters  ,,1
B96,Other specified bacterial agents as the cause of diseases classified to other chapters  ,,1
B97,Viral agents as the cause of diseases classified to other chapters  ,,1
B98,Other specified infectious agents as the cause of diseases classified to other chapters  ,,1
B99,Other and unspecified infectious diseases  ,,1
C00,Malignant neoplasm of lip  ,,2
C01,Malignant neoplasm of base of tongue  ,,2
C02,Malignant neoplasm of other and unspecified parts of tongue  ,,2
C03,Malignant neoplasm of gum  ,,2
C04,Malignant neoplasm of floor of mouth  ,,2
C05,Malignant neoplasm of palate  ,,2
C06,Malignant neoplasm of other and unspecified parts of mouth  ,,2
C07,Malignant neoplasm of parotid gland  ,,2
C08,Malignant neoplasm of other and unspecified major salivary glands  ,,2
C09,Malignant neoplasm of tonsil  ,,2
C10,Malignant neoplasm of oropharynx  ,,2
C11,Malignant neoplasm of nasopharynx  ,,2
C12,Malignant neoplasm of piriform sinus  ,,2
C13,Malignant neoplasm of hypopharynx  ,,2
C14,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx  ",,2
C15,Malignant neoplasm of oesophagus  ,,2
C16,Malignant neoplasm of stomach  ,,2
C17,Malignant neoplasm of small intestine  ,,2
C18,Malignant neoplasm of colon  ,,2
C19,Malignant neoplasm of rectosigmoid junction  ,,2
C20,Malignant neoplasm of rectum  ,,2
C21,Malignant neoplasm of anus and anal canal  ,,2
C22,Malignant neoplasm of liver and intrahepatic bile ducts  ,,2
C23,Malignant neoplasm of gallbladder  ,,2
C24,Malignant neoplasm of other and unspecified parts of biliary tract  ,,2
C25,Malignant neoplasm of pancreas  ,,2
C26,Malignant neoplasm of other and ill-defined digestive organs  ,,2
C30,Malignant neoplasm of nasal cavity and middle ear  ,,2
C31,Malignant neoplasm of accessory sinuses  ,,2
C32,Malignant neoplasm of larynx  ,,2
C33,Malignant neoplasm of trachea  ,,2
C34,Malignant neoplasm of bronchus and lung  ,,2
C37,Malignant neoplasm of thymus  ,,2
C38,"Malignant neoplasm of heart, mediastinum and pleura  ",,2
C39,Malignant neoplasm of other and ill-defined sites in the respiratory system and intrathoracic organs  ,,2
C40,Malignant neoplasm of bone and articular cartilage of limbs  ,,2
C41,Malignant neoplasm of bone and articular cartilage of other and unspecified sites  ,,2
C43,Malignant melanoma of skin  ,,2
C44,Other malignant neoplasms of skin  ,,2
C45,Mesothelioma  ,,2
C46,Kaposi sarcoma  ,,2
C47,Malignant neoplasm of peripheral nerves and autonomic nervous system  ,,2
C48,Malignant neoplasm of retroperitoneum and peritoneum  ,,2
C49,Malignant neoplasm of other connective and soft tissue  ,,2
C50,Malignant neoplasm of breast  ,,2
C51,Malignant neoplasm of vulva  ,,2
C52,Malignant neoplasm of vagina  ,,2
C53,Malignant neoplasm of cervix uteri  ,,2
C54,Malignant neoplasm of corpus uteri  ,,2
C55,"Malignant neoplasm of uterus, part unspecified  ",,2
C56,Malignant neoplasm of ovary  ,,2
C57,Malignant neoplasm of other and unspecified female genital organs  ,,2
C58,Malignant neoplasm of placenta  ,,2
C60,Malignant neoplasm of penis  ,,2
C61,Malignant neoplasm of prostate  ,,2
C62,Malignant neoplasm of testis  ,,2
C63,Malignant neoplasm of other and unspecified male genital organs  ,,2
C64,"Malignant neoplasm of kidney, except renal pelvis  ",,2
C65,Malignant neoplasm of renal pelvis  ,,2
C66,Malignant neoplasm of ureter  ,,2
C67,Malignant neoplasm of bladder  ,,2
C68,Malignant neoplasm of other and unspecified urinary organs  ,,2
C69,Malignant neoplasm of eye and adnexa  ,,2
C70,Malignant neoplasm of meninges  ,,2
C71,Malignant neoplasm of brain  ,,2
C72,"Malignant neoplasm of spinal cord, cranial nerves and other parts of central nervous system  ",,2
C73,Malignant neoplasm of thyroid gland  ,,2
C74,Malignant neoplasm of adrenal gland  ,,2
C75,Malignant neoplasm of other endocrine glands and related structures  ,,2
C76,Malignant neoplasm of other and ill-defined sites  ,,2
C77,Secondary and unspecified malignant neoplasm of lymph nodes  ,,2
C78,Secondary malignant neoplasm of respiratory and digestive organs  ,,2
C79,Secondary malignant neoplasm of other and unspecified sites  ,,2
C80,"Malignant neoplasm, without specification of site  ",,2
C81,Hodgkin lymphoma  ,,2
C82,Follicular lymphoma  ,,2
C83,Non-follicular lymphoma  ,,2
C84,Mature T/NK-cell lymphomas  ,,2
C85,Other and unspecified types of non-Hodgkin lymphoma  ,,2
C86,Other specified types of T/NK-cell lymphoma  ,,2
C88,Malignant immunoproliferative diseases  ,,2
C90,Multiple myeloma and malignant plasma cell neoplasms  ,,2
C91,Lymphoid leukaemia  ,,2
C92,Myeloid leukaemia  ,,2
C93,Monocytic leukaemia  ,,2
C94,Other leukaemias of specified cell type  ,,2
C95,Leukaemia of unspecified cell type  ,,2
C96,"Other and unspecified malignant neoplasms of lymphoid, haematopoietic and related tissue  ",,2
C97,Malignant neoplasms of independent (primary) multiple sites  ,,2
D00,"Carcinoma in situ of oral cavity, oesophagus and stomach  ",,2
D01,Carcinoma in situ of other and unspecified digestive organs  ,,2
D02,Carcinoma in situ of middle ear and respiratory system  ,,2
D03,Melanoma in situ  ,,2
D04,Carcinoma in situ of skin  ,,2
D05,Carcinoma in situ of breast  ,,2
D06,Carcinoma in situ of cervix uteri  ,,2
D07,Carcinoma in situ of other and unspecified genital organs  ,,2
D09,Carcinoma in situ of other and unspecified sites  ,,2
D10,Benign neoplasm of mouth and pharynx  ,,2
D11,Benign neoplasm of major salivary glands  ,,2
D12,"Benign neoplasm of colon, rectum, anus and anal canal  ",,2
D13,Benign neoplasm of other and ill-defined parts of digestive system  ,,2
D14,Benign neoplasm of middle ear and respiratory system  ,,2
D15,Benign neoplasm of other and unspecified intrathoracic organs  ,,2
D16,Benign neoplasm of bone and articular cartilage  ,,2
D17,Benign lipomatous neoplasm  ,,2
D18,"Haemangioma and lymphangioma, any site  ",,2
D19,Benign neoplasm of mesothelial tissue  ,,2
D20,Benign neoplasm of soft tissue of retroperitoneum and peritoneum  ,,2
D21,Other benign neoplasms of connective and other soft tissue  ,,2
D22,Melanocytic naevi  ,,2
D23,Other benign neoplasms of skin  ,,2
D24,Benign neoplasm of breast  ,,2
D25,Leiomyoma of uterus  ,,2
D26,Other benign neoplasms of uterus  ,,2
D27,Benign neoplasm of ovary  ,,2
D28,Benign neoplasm of other and unspecified female genital organs  ,,2
D29,Benign neoplasm of male genital organs  ,,2
D30,Benign neoplasm of urinary organs  ,,2
D31,Benign neoplasm of eye and adnexa  ,,2
D32,Benign neoplasm of meninges  ,,2
D33,Benign neoplasm of brain and other parts of central nervous system  ,,2
D34,Benign neoplasm of thyroid gland  ,,2
D35,Benign neoplasm of other and unspecified endocrine glands  ,,2
D36,Benign neoplasm of other and unspecified sites  ,,2
D37,Neoplasm of uncertain or unknown behaviour of oral cavity and digestive organs  ,,2
D38,Neoplasm of uncertain or unknown behaviour of middle ear and respiratory and intrathoracic organs  ,,2
D39,Neoplasm of uncertain or unknown behaviour of female genital organs  ,,2
D40,Neoplasm of uncertain or unknown behaviour of male genital organs  ,,2
D41,Neoplasm of uncertain or unknown behaviour of urinary organs  ,,2
D42,Neoplasm of uncertain or unknown behaviour of meninges  ,,2
D43,Neoplasm of uncertain or unknown behaviour of brain and central nervous system  ,,2
D44,Neoplasm of uncertain or unknown behaviour of endocrine glands  ,,2
D45,Polycythaemia vera  ,,2
D46,Myelodysplastic syndromes  ,,2
D47,"Other neoplasms of uncertain or unknown behaviour of lymphoid, haematopoietic and related tissue  ",,2
D48,Neoplasm of uncertain or unknown behaviour of other and unspecified sites  ,,2
D50,Iron deficiency anaemia  ,,3
D51,Vitamin B 12 deficiency anaemia  ,,3
D52,Folate deficiency anaemia  ,,3
D53,Other nutritional anaemias  ,,3
D55,Anaemia due to enzyme disorders  ,,3
D56,Thalassaemia  ,,3
D57,Sickle-cell disorders  ,,3
D58,Other hereditary haemolytic anaemias  ,,3
D59,Acquired haemolytic anaemia  ,,3
D60,Acquired pure red cell aplasia [erythroblastopenia]  ,,3
D61,Other aplastic anaemias  ,,3
D62,Acute posthaemorrhagic anaemia  ,,3
D63,Anaemia in chronic diseases classified elsewhere  ,,3
D64,Other anaemias  ,,3
D65,Disseminated intravascular coagulation [defibrination syndrome]  ,,3
D66,Hereditary factor VIII deficiency  ,,3
D67,Hereditary factor IX deficiency  ,,3
D68,Other coagulation defects  ,,3
D69,Purpura and other haemorrhagic conditions  ,,3
D70,Agranulocytosis  ,,3
D71,Functional disorders of polymorphonuclear neutrophils  ,,3
D72,Other disorders of white blood cells  ,,3
D73,Diseases of spleen  ,,3
D74,Methaemoglobinaemia  ,,3
D75,Other diseases of blood and blood-forming organs  ,,3
D76,Other specified diseases with participation of lymphoreticular and reticulohistiocytic tissue  ,,3
D77,Other disorders of blood and blood-forming organs in diseases classified elsewhere  ,,3
D80,Immunodeficiency with predominantly antibody defects  ,,3
D81,Combined immunodeficiencies  ,,3
D82,Immunodeficiency associated with other major defects  ,,3
D83,Common variable immunodeficiency  ,,3
D84,Other immunodeficiencies  ,,3
D86,Sarcoidosis  ,,3
D89,"Other disorders involving the immune mechanism, not elsewhere classified  ",,3
E00,Congenital iodine-deficiency syndrome  ,,4
E01,Iodine-deficiency-related thyroid disorders and allied conditions  ,,4
E02,Subclinical iodine-deficiency hypothyroidism  ,,4
E03,Other hypothyroidism  ,,4
E04,Other nontoxic goitre  ,,4
E05,Thyrotoxicosis [hyperthyroidism]  ,,4
E06,Thyroiditis  ,,4
E07,Other disorders of thyroid  ,,4
E10,Type 1 diabetes mellitus  ,,4
E11,Type 2 diabetes mellitus  ,,4
E12,Malnutrition-related diabetes mellitus  ,,4
E13,Other specified diabetes mellitus  ,,4
E14,Unspecified diabetes mellitus  ,,4
E15,Nondiabetic hypoglycaemic coma  ,,4
E16,Other disorders of pancreatic internal secretion  ,,4
E20,Hypoparathyroidism  ,,4
E21,Hyperparathyroidism and other disorders of parathyroid gland  ,,4
E22,Hyperfunction of pituitary gland  ,,4
E23,Hypofunction and other disorders of pituitary gland  ,,4
E24,Cushing syndrome  ,,4
E25,Adrenogenital disorders  ,,4
E26,Hyperaldosteronism  ,,4
E27,Other disorders of adrenal gland  ,,4
E28,Ovarian dysfunction  ,,4
E29,Testicular dysfunction  ,,4
E30,"Disorders of puberty, not elsewhere classified  ",,4
E31,Polyglandular dysfunction  ,,4
E32,Diseases of thymus  ,,4
E34,Other endocrine disorders  ,,4
E35,Disorders of endocrine glands in diseases classified elsewhere  ,,4
E40,Kwashiorkor  ,,4
E41,Nutritional marasmus  ,,4
E42,Marasmic kwashiorkor  ,,4
E43,Unspecified severe protein-energy malnutrition  ,,4
E44,Protein-energy malnutrition of moderate and mild degree  ,,4
E45,Retarded development following protein-energy malnutrition  ,,4
E46,Unspecified protein-energy malnutrition  ,,4
E50,Vitamin A deficiency  ,,4
E51,Thiamine deficiency  ,,4
E52,Niacin deficiency [pellagra]  ,,4
E53,Deficiency of other B group vitamins  ,,4
E54,Ascorbic acid deficiency  ,,4
E55,Vitamin D deficiency  ,,4
E56,Other vitamin deficiencies  ,,4
E58,Dietary calcium deficiency  ,,4
E59,Dietary selenium deficiency  ,,4
E60,Dietary zinc deficiency  ,,4
E61,Deficiency of other nutrient elements  ,,4
E63,Other nutritional deficiencies  ,,4
E64,Sequelae of malnutrition and other nutritional deficiencies  ,,4
E65,Localized adiposity  ,,4
E66,Obesity  ,,4
E67,Other hyperalimentation  ,,4
E68,Sequelae of hyperalimentation  ,,4
E70,Disorders of aromatic amino-acid metabolism  ,,4
E71,Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism  ,,4
E72,Other disorders of amino-acid metabolism  ,,4
E73,Lactose intolerance  ,,4
E74,Other disorders of carbohydrate metabolism  ,,4
E75,Disorders of sphingolipid metabolism and other lipid storage disorders  ,,4
E76,Disorders of glycosaminoglycan metabolism  ,,4
E77,Disorders of glycoprotein metabolism  ,,4
E78,Disorders of lipoprotein metabolism and other lipidaemias  ,,4
E79,Disorders of purine and pyrimidine metabolism  ,,4
E80,Disorders of porphyrin and bilirubin metabolism  ,,4
E83,Disorders of mineral metabolism  ,,4
E84,Cystic fibrosis  ,,4
E85,Amyloidosis  ,,4
E86,Volume depletion  ,,4
E87,"Other disorders of fluid, electrolyte and acid-base balance  ",,4
E88,Other metabolic disorders  ,,4
E89,"Postprocedural endocrine and metabolic disorders, not elsewhere classified  ",,4
E90,Nutritional and metabolic disorders in diseases classified elsewhere  ,,4
F00,Dementia in Alzheimer disease  ,,5
F01,Vascular dementia  ,,5
F02,Dementia in other diseases classified elsewhere  ,,5
F03,Unspecified dementia  ,,5
F04,"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances  ",,5
F05,"Delirium, not induced by alcohol and other psychoactive substances  ",,5
F06,Other mental disorders due to brain damage and dysfunction and to physical disease  ,,5
F07,"Personality and behavioural disorders due to brain disease, damage and dysfunction  ",,5
F09,Unspecified organic or symptomatic mental disorder  ,,5
F10,Mental and behavioural disorders due to use of alcohol  ,,5
F11,Mental and behavioural disorders due to use of opioids  ,,5
F12,Mental and behavioural disorders due to use of cannabinoids  ,,5
F13,Mental and behavioural disorders due to use of sedatives or hypnotics  ,,5
F14,Mental and behavioural disorders due to use of cocaine  ,,5
F15,"Mental and behavioural disorders due to use of other stimulants, including caffeine  ",,5
F16,Mental and behavioural disorders due to use of hallucinogens  ,,5
F17,Mental and behavioural disorders due to use of tobacco  ,,5
F18,Mental and behavioural disorders due to use of volatile solvents  ,,5
F19,Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances  ,,5
F20,Schizophrenia  ,,5
F21,Schizotypal disorder  ,,5
F22,Persistent delusional disorders  ,,5
F23,Acute and transient psychotic disorders  ,,5
F24,Induced delusional disorder  ,,5
F25,Schizoaffective disorders  ,,5
F28,Other nonorganic psychotic disorders  ,,5
F29,Unspecified nonorganic psychosis  ,,5
F30,Manic episode  ,,5
F31,Bipolar affective disorder  ,,5
F32,Depressive episode  ,,5
F33,Recurrent depressive disorder  ,,5
F34,Persistent mood [affective] disorders  ,,5
F38,Other mood [affective] disorders  ,,5
F39,Unspecified mood [affective] disorder  ,,5
F40,Phobic anxiety disorders  ,,5
F41,Other anxiety disorders  ,,5
F42,Obsessive-compulsive disorder  ,,5
F43,"Reaction to severe stress, and adjustment disorders  ",,5
F44,Dissociative [conversion] disorders  ,,5
F45,Somatoform disorders  ,,5
F48,Other neurotic disorders  ,,5
F50,Eating disorders  ,,5
F51,Nonorganic sleep disorders  ,,5
F52,"Sexual dysfunction, not caused by organic disorder or disease  ",,5
F53,"Mental and behavioural disorders associated with the puerperium, not elsewhere classified  ",,5
F54,Psychological and behavioural factors associated with disorders or diseases classified elsewhere  ,,5
F55,Abuse of non-dependence-producing substances  ,,5
F59,Unspecified behavioural syndromes associated with physiological disturbances and physical factors  ,,5
F60,Specific personality disorders  ,,5
F61,Mixed and other personality disorders  ,,5
F62,"Enduring personality changes, not attributable to brain damage and disease  ",,5
F63,Habit and impulse disorders  ,,5
F64,Gender identity disorders  ,,5
F65,Disorders of sexual preference  ,,5
F66,Psychological and behavioural disorders associated with sexual development and orientation  ,,5
F68,Other disorders of adult personality and behaviour  ,,5
F69,Unspecified disorder of adult personality and behaviour  ,,5
F70,Mild mental retardation  ,,5
F71,Moderate mental retardation  ,,5
F72,Severe mental retardation  ,,5
F73,Profound mental retardation  ,,5
F78,Other mental retardation  ,,5
F79,Unspecified mental retardation  ,,5
F80,Specific developmental disorders of speech and language  ,,5
F81,Specific developmental disorders of scholastic skills  ,,5
F82,Specific developmental disorder of motor function  ,,5
F83,Mixed specific developmental disorders  ,,5
F84,Pervasive developmental disorders  ,,5
F88,Other disorders of psychological development  ,,5
F89,Unspecified disorder of psychological development  ,,5
F90,Hyperkinetic disorders  ,,5
F91,Conduct disorders  ,,5
F92,Mixed disorders of conduct and emotions  ,,5
F93,Emotional disorders with onset specific to childhood  ,,5
F94,Disorders of social functioning with onset specific to childhood and adolescence  ,,5
F95,Tic disorders  ,,5
F98,Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence  ,,5
F99,"Mental disorder, not otherwise specified  ",,5
G00,"Bacterial meningitis, not elsewhere classified  ",,6
G01,Meningitis in bacterial diseases classified elsewhere  ,,6
G02,Meningitis in other infectious and parasitic diseases classified elsewhere  ,,6
G03,Meningitis due to other and unspecified causes  ,,6
G04,"Encephalitis, myelitis and encephalomyelitis  ",,6
G05,"Encephalitis, myelitis and encephalomyelitis in diseases classified elsewhere  ",,6
G06,Intracranial and intraspinal abscess and granuloma  ,,6
G07,Intracranial and intraspinal abscess and granuloma in diseases classified elsewhere  ,,6
G08,Intracranial and intraspinal phlebitis and thrombophlebitis  ,,6
G09,Sequelae of inflammatory diseases of central nervous system  ,,6
G10,Huntington disease  ,,6
G11,Hereditary ataxia  ,,6
G12,Spinal muscular atrophy and related syndromes  ,,6
G13,Systemic atrophies primarily affecting central nervous system in diseases classified elsewhere  ,,6
G14,Postpolio syndrome  ,,6
G20,Parkinson disease  ,,6
G21,Secondary parkinsonism  ,,6
G22,Parkinsonism in diseases classified elsewhere  ,,6
G23,Other degenerative diseases of basal ganglia  ,,6
G24,Dystonia  ,,6
G25,Other extrapyramidal and movement disorders  ,,6
G26,Extrapyramidal and movement disorders in diseases classified elsewhere  ,,6
G30,Alzheimer disease  ,,6
G31,"Other degenerative diseases of nervous system, not elsewhere classified  ",,6
G32,Other degenerative disorders of nervous system in diseases classified elsewhere  ,,6
G35,Multiple sclerosis  ,,6
G36,Other acute disseminated demyelination  ,,6
G37,Other demyelinating diseases of central nervous system  ,,6
G40,Epilepsy  ,,6
G41,Status epilepticus  ,,6
G43,Migraine  ,,6
G44,Other headache syndromes  ,,6
G45,Transient cerebral ischaemic attacks and related syndromes  ,,6
G46,Vascular syndromes of brain in cerebrovascular diseases  ,,6
G47,Sleep disorders  ,,6
G50,Disorders of trigeminal nerve  ,,6
G51,Facial nerve disorders  ,,6
G52,Disorders of other cranial nerves  ,,6
G53,Cranial nerve disorders in diseases classified elsewhere  ,,6
G54,Nerve root and plexus disorders  ,,6
G55,Nerve root and plexus compressions in diseases classified elsewhere  ,,6
G56,Mononeuropathies of upper limb  ,,6
G57,Mononeuropathies of lower limb  ,,6
G58,Other mononeuropathies  ,,6
G59,Mononeuropathy in diseases classified elsewhere  ,,6
G60,Hereditary and idiopathic neuropathy  ,,6
G61,Inflammatory polyneuropathy  ,,6
G62,Other polyneuropathies  ,,6
G63,Polyneuropathy in diseases classified elsewhere  ,,6
G64,Other disorders of peripheral nervous system  ,,6
G70,Myasthenia gravis and other myoneural disorders  ,,6
G71,Primary disorders of muscles  ,,6
G72,Other myopathies  ,,6
G73,Disorders of myoneural junction and muscle in diseases classified elsewhere  ,,6
G80,Cerebral palsy  ,,6
G81,Hemiplegia  ,,6
G82,Paraplegia and tetraplegia  ,,6
G83,Other paralytic syndromes  ,,6
G90,Disorders of autonomic nervous system  ,,6
G91,Hydrocephalus  ,,6
G92,Toxic encephalopathy  ,,6
G93,Other disorders of brain  ,,6
G94,Other disorders of brain in diseases classified elsewhere  ,,6
G95,Other diseases of spinal cord  ,,6
G96,Other disorders of central nervous system  ,,6
G97,"Postprocedural disorders of nervous system, not elsewhere classified  ",,6
G98,"Other disorders of nervous system, not elsewhere classified  ",,6
G99,Other disorders of nervous system in diseases classified elsewhere  ,,6
H00,Hordeolum and chalazion  ,,7
H01,Other inflammation of eyelid  ,,7
H02,Other disorders of eyelid  ,,7
H03,Disorders of eyelid in diseases classified elsewhere  ,,7
H04,Disorders of lacrimal system  ,,7
H05,Disorders of orbit  ,,7
H06,Disorders of lacrimal system and orbit in diseases classified elsewhere  ,,7
H10,Conjunctivitis  ,,7
H11,Other disorders of conjunctiva  ,,7
H13,Disorders of conjunctiva in diseases classified elsewhere  ,,7
H15,Disorders of sclera  ,,7
H16,Keratitis  ,,7
H17,Corneal scars and opacities  ,,7
H18,Other disorders of cornea  ,,7
H19,Disorders of sclera and cornea in diseases classified elsewhere  ,,7
H20,Iridocyclitis  ,,7
H21,Other disorders of iris and ciliary body  ,,7
H22,Disorders of iris and ciliary body in diseases classified elsewhere  ,,7
H25,Senile cataract  ,,7
H26,Other cataract  ,,7
H27,Other disorders of lens  ,,7
H28,Cataract and other disorders of lens in diseases classified elsewhere  ,,7
H30,Chorioretinal inflammation  ,,7
H31,Other disorders of choroid  ,,7
H32,Chorioretinal disorders in diseases classified elsewhere  ,,7
H33,Retinal detachments and breaks  ,,7
H34,Retinal vascular occlusions  ,,7
H35,Other retinal disorders  ,,7
H36,Retinal disorders in diseases classified elsewhere  ,,7
H40,Glaucoma  ,,7
H42,Glaucoma in diseases classified elsewhere  ,,7
H43,Disorders of vitreous body  ,,7
H44,Disorders of globe  ,,7
H45,Disorders of vitreous body and globe in diseases classified elsewhere  ,,7
H46,Optic neuritis  ,,7
H47,Other disorders of optic [2nd] nerve and visual pathways  ,,7
H48,Disorders of optic [2nd] nerve and visual pathways in diseases classified elsewhere  ,,7
H49,Paralytic strabismus  ,,7
H50,Other strabismus  ,,7
