subDistrictCode,subDistrictName,districtCode,stateCode
2549,Devipur,350,20
2550,Madhupur,350,20
2551,Margo Munda,350,20
2552,Karon,350,20
2553,Sarath,350,20
2554,Palojori,350,20
2555,Meherma,351,20
2556,Thakurgangti,351,20
2557,Boarijor,351,20
2558,Mahagama,351,20
2559,Pathargama,351,20
2560,Bashant Rai*,351,20
2561,Godda,351,20
2562,Poreyahat,351,20
2563,Sundarpahari,351,20
2564,Sahibganj,352,20
2565,Mandro,352,20
2566,Borio,352,20
2567,Barhait,352,20
2568,Taljhari,352,20
2569,Rajmahal,352,20
2570,Udhwa,352,20
2571,Pathna,352,20
2572,Barharwa,352,20
2573,Litipara,353,20
2574,Amrapara,353,20
2575,Hiranpur,353,20
2576,Pakaur,353,20
2577,Maheshpur,353,20
2578,Pakuria,353,20
2579,Tundi,354,20
2580,Purbi Tundi*,354,20
2581,Topchanchi,354,20
2582,Baghmara-Cum-Katras,354,20
2583,Gobindpur ,354,20
2584,Dhanbad-Cum-Kenduadih-Cum-Jagata,354,20
2585,Jharia-Cum-Jorapokhar-Cum-Sindri ,354,20
2586,Baliapur ,354,20
2587,Nirsa-Cum-Chirkunda,354,20
2588,Nawadih,355,20
2589,Chandrapura,355,20
2590,Bermo,355,20
2591,Gumia,355,20
2592,Peterwar,355,20
2593,Kasmar,355,20
2594,Jaridih,355,20
2595,Chas,355,20
2596,Chandankiyari,355,20
2597,Kisko,356,20
2598,Peshrar,356,20
2599,Kuru,356,20
2600,Kairo,356,20
2601,Lohardaga,356,20
2602,Senha,356,20
2603,Bhandra,356,20
2604,Patamda,357,20
2605,Boram,357,20
2606,Golmuri-Cum-Jugsalai,357,20
2607,Ghatshila,357,20
2608,Potka,357,20
2609,Musabani,357,20
2610,Dumaria,357,20
2611,Dhalbhumgarh,357,20
2612,Gurbandha,357,20
2613,Chakulia,357,20
2614,Baharagora,357,20
2615,Hussainabad,358,20
2616,Haidernagar,358,20
2617,Mohammad Ganj,358,20
2618,Hariharganj,358,20
2619,Pipra,358,20
2620,Chhatarpur,358,20
2621,Nawadiha Bazar/Nawadiha*,358,20
2622,Pandu,358,20
2623,Untari Road,358,20
2624,Bishrampur,358,20
2625,Nawa Bazar,358,20
2626,Patan,358,20
2627,Padwa,358,20
2628,Manatu,358,20
2629,Tarhasi,358,20
2630,Panki,358,20
2631,Satbarwa,358,20
2632,Nilambar-Pitambarpur(Lesliganj),358,20
2633,Medininagar(Daltonganj),358,20
2634,Chainpur,358,20
2635,Manika,359,20
2636,Barwadih,359,20
2637,Mahuadanr,359,20
2638,Garu,359,20
2639,Latehar,359,20
2640,Balumath,359,20
2641,Bariyatu,359,20
2642,Herhanj,359,20
2643,Chandwa,359,20
2644,Chauparan,360,20
2645,Barhi,360,20
2646,Padma,360,20
2647,Ichak,360,20
2648,Tati Jhariya,360,20
2649,Daru,360,20
2650,Barkatha,360,20
2651,Chalkusa,360,20
2652,Bishungarh,360,20
2653,Hazaribag,360,20
2654,Katkamsandi,360,20
2655,Katamdag,360,20
2656,Keredari,360,20
2657,Barkagaon,360,20
2658,Churchu,360,20
2659,Dadi,360,20
2660,Patratu,361,20
2661,Mandu,361,20
2662,Ramgarh,361,20
2663,Dulmi,361,20
2664,Chitarpur,361,20
2665,Gola,361,20
2666,Saraiyahat,362,20
2667,Jarmundi,362,20
2668,Ramgarh,362,20
2669,Gopikandar,362,20
2670,Kathikund,362,20
2671,Shikaripara,362,20
2672,Ranishwar,362,20
2673,Dumka,362,20
2674,Jama,362,20
2675,Masalia,362,20
2676,Narayanpur,363,20
2677,Karma Tanr Vidyasagar*,363,20
2678,Jamtara,363,20
2679,Nala,363,20
2680,Fatehpur,363,20
2681,Kundhit,363,20
2682,Burmu,364,20
2683,Khelari,364,20
2684,Kanke,364,20
2685,Ormanjhi,364,20
2686,Angara,364,20
2687,Rahe,364,20
2688,Silli,364,20
2689,Sonahatu,364,20
2690,Namkum,364,20
2691,Ratu,364,20
2692,Nagri,364,20
2693,Mandar,364,20
2694,Chanho,364,20
2695,Bero,364,20
2696,Itki,364,20
2697,Lapung,364,20
2698,Bundu,364,20
2699,Tamar I,364,20
2700,Karra,365,20
2701,Torpa,365,20
2702,Rania,365,20
2703,Murhu,365,20
2704,Khunti,365,20
2705,Erki(Tamar II),365,20
2706,Bishunpur,366,20
2707,Ghaghra,366,20
2708,Sisai,366,20
2709,Verno,366,20
2710,Kamdara,366,20
2711,Basia,366,20
2712,Gumla,366,20
2713,Chainpur,366,20
2714,Dumri,366,20
2715,Albert Ekka(Jari),366,20
2716,Raidih,366,20
2717,Palkot,366,20
2718,Simdega,367,20
2719,Pakar Tanr,367,20
2720,Kurdeg,367,20
2721,Kersai,367,20
2722,Bolba,367,20
2723,Thethaitangar,367,20
2724,Kolebira,367,20
2725,Jaldega,367,20
2726,Bansjor,367,20
2727,Bano,367,20
2728,Sonua,368,20
2729,Gudri,368,20
2730,Bandgaon,368,20
2731,Chakradharpur,368,20
2732,Khuntpani,368,20
2733,Goilkera,368,20
2734,Anandpur,368,20
2735,Manoharpur,368,20
2736,Noamundi,368,20
2737,Tonto,368,20
2738,Hat Gamharia,368,20
2739,Chaibasa,368,20
2740,Tantnagar,368,20
2741,Manjhari,368,20
2742,Jhinkpani,368,20
2743,Jagannathpur,368,20
2744,Kumardungi,368,20
2745,Majhgaon,368,20
2746,Kuchai,369,20
2747,Kharsawan,369,20
2748,Chandil,369,20
2749,Ichagarh,369,20
2750,Kukru,369,20
2751,Nimdih,369,20
2752,Adityapur(Gamharia),369,20
2753,Saraikela,369,20
2754,Gobindpur(Rajnagar),369,20
2755,Paikamal,370,21
2756,Jharbandha,370,21
2757,Padmapur,370,21
2758,BurdenP.S.,370,21
2759,Gaisilet,370,21
2760,Melchhamunda,370,21
2761,Sohela,370,21
2762,Bijepur,370,21
2763,Barapali,370,21
2764,Bheden,370,21
2765,Bargarh,370,21
2766,Bargarh Sadar ,370,21
2767,Bhatli,370,21
2768,Ambabhona,370,21
2769,Attabira,370,21
2770,Rengali,371,21
2771,Lakhanpur,371,21
2772,Belpahar,371,21
2773,Banaharapali,371,21
2774,Orient,371,21
2775,Brajarajnagar,371,21
2776,Jharsuguda,371,21
2777,Badmal ,371,21
2778,Laikera,371,21
2779,Kolabira,371,21
2780,Govindpur,372,21
2781,Mahulpalli,372,21
2782,Kochinda,372,21
2783,Katarbaga,372,21
2784,Thelkoloi  ,372,21
2785,Rengali ,372,21
2786,Sasan,372,21
2787,Hirakud,372,21
2788,Burla,372,21
2789,Dhanupali,372,21
2790,Ainthapali,372,21
2791,Sadar,372,21
2792,Jamankira,372,21
2793,Kisinda,372,21
2794,Jujomura,372,21
2795,Dhama,372,21
2796,Charamal,372,21
2797,Rairakhol,372,21
2798,Naktideul,372,21
2799,Sambalpur (M),372,21
2800,Debagarh,373,21
2801,Barkot,373,21
2802,Kundheigola,373,21
2803,Reamal,373,21
2804,Hemgir,374,21
2805,Lephripara,374,21
2806,Bhasma,374,21
2807,Dharuadihi,374,21
2808,Sundargarh Town,374,21
2809,Sundargarh ,374,21
2810,Kinjirkela,374,21
2811,Talasara,374,21
2812,Baragaon,374,21
2813,Kutra,374,21
2814,Rajagangapur,374,21
2815,Raiboga,374,21
2816,Biramitrapur,374,21
2817,Hatibari,374,21
2818,Bisra,374,21
2819,Bondamunda,374,21
2820,Brahmani Tarang,374,21
2821,Raghunathapali,374,21
2822,Tangarapali,374,21
2823,Lathikata,374,21
2824,Chandiposh,374,21
2825,Kamarposh Balang,374,21
2826,Koida,374,21
2827,Lahunipara,374,21
2828,Gurundia,374,21
2829,Tikaetpali,374,21
2830,Banei,374,21
2831,Mahulapada,374,21
2832,Raurkela (M),374,21
2833,Raurkela (ITS)P.S.,374,21
2834,Barbil,375,21
2835,Bolani,375,21
2836,Rugudi,375,21
2837,Joda,375,21
2838,Bamebari ,375,21
2839,Champua,375,21
2840,Jhumpura,375,21
2841,Baria,375,21
2842,Turumunga,375,21
2843,Patana,375,21
2844,Kendujhar Sadar,375,21
2845,Kendujhar Town,375,21
2846,Nayakote,375,21
2847,Kanjipani,375,21
2848,Telkoi,375,21
2849,Pandapara,375,21
2850,Ghatgaon,375,21
2851,Harichandanpur,375,21
2852,Daitari,375,21
2853,Ghasipura,375,21
2854,Anandapur,375,21
2855,Soso,375,21
2856,Nandipada,375,21
2857,Sainkul,375,21
2858,Tiring,376,21
2859,Bahalda,376,21
2860,Jamda,376,21
2861,Rairangpur Town,376,21
2862,Gorumahisani,376,21
2863,Jharpokharia,376,21
2864,Bisoi,376,21
2865,Rairangpur,376,21
2866,Badampahar,376,21
2867,Jashipur,376,21
2868,Raruan,376,21
2869,Ghagarbeda ,376,21
2870,Karanjia,376,21
2871,Thakurmunda,376,21
2872,Baripada Sadar,376,21
2873,Baripada Town,376,21
2874,Koliana,376,21
2875,Bangiriposi,376,21
2876,Chandua,376,21
2877,Suliapada,376,21
2878,Muruda,376,21
2879,Rasagobindapur,376,21
2880,Baisinga,376,21
2881,Betanati,376,21
2882,Barsahi,376,21
2883,Khunta,376,21
2884,Udala,376,21
2885,Kaptipada,376,21
2886,Sharata,376,21
2887,Mahuldiha,376,21
2888,Baripada (M),376,21
2889,Raibania ,377,21
2890,Jaleswar ,377,21
2891,Bhograi,377,21
2892,Kamarda,377,21
2893,Baliapal ,377,21
2894,Singla ,377,21
2895,Basta ,377,21
2896,Rupsa ,377,21
2897,Baleshwar Sadar,377,21
2898,Sahadevkhunta,377,21
2899,Chandipur ,377,21
2900,Balaramgadi Marine ,377,21
2901,Bampada ,377,21
2902,Remuna ,377,21
2903,Nilagiri ,377,21
2904,Berhampur ,377,21
2905,Oupada  ,377,21
2906,Khaira  ,377,21
2907,Soro,377,21
2908,Similia ,377,21
2909,Baleshwar (M),377,21
2910,Agarpada ,378,21
2911,Bant ,378,21
2912,Bhandari Pokhari ,378,21
2913,Dhamanagar,378,21
2914,Bhadrak Rural ,378,21
2915,Basudebpur ,378,21
2916,Naikanidihi ,378,21
2917,Tihidi ,378,21
2918,Dhusuri ,378,21
2919,Chandabali ,378,21
2920,Bansada ,378,21
2921,Dhamara Marine,378,21
2922,Rajkanika ,379,21
2923,Rajnagar ,379,21
2924,Jamboo Marine  ,379,21
2925,Aali ,379,21
2926,Pattamundai ,379,21
2927,Kendrapara,379,21
2928,Kendrapara Sadar  ,379,21
2929,Nikirai ,379,21
2930,Derabish ,379,21
2931,Patkura ,379,21
2932,Marsaghai ,379,21
2933,Mahakalapada ,379,21
2934,Paradip ,380,21
2935,Paradeep Lock ,380,21
2936,Kujang ,380,21
2937,Abhyachandpur  ,380,21
2938,Ersama ,380,21
2939,Tirtol ,380,21
2940,Jagatsinghapur,380,21
2941,Biridi,380,21
2942,Naugaon ,380,21
2943,Balikuda ,380,21
2944,Narasinghpur ,381,21
2945,Kanpur ,381,21
2946,Badamba ,381,21
2947,Baidyeswar ,381,21
2948,Banki ,381,21
2949,Tigiria ,381,21
2950,Athagad ,381,21
2951,Barang ,381,21
2952,Gurudijhatia ,381,21
2953,Khuntuni  ,381,21
2954,Choudwar ,381,21
2955,Tangi ,381,21
2956,Mahanga ,381,21
2957,Salepur ,381,21
2958,Nischintakoili ,381,21
2959,Nemalo,381,21
2960,Kishannagar ,381,21
2961,Jagatpur ,381,21
2962,Cuttack Sadar ,381,21
2963,Kandarpur,381,21
2964,C.R.R.I. ,381,21
2965,Gobindpur ,381,21
2966,Olatapur,381,21
2967,Niali ,381,21
2968,Cuttack (M.Corp.) P.S,381,21
2969,Sukinda,382,21
2970,Tomka,382,21
2971,Kaliapani ,382,21
2972,Kalinganagar ,382,21
2973,Jakhapura,382,21
2974,Jajapur Road ,382,21
2975,Korai ,382,21
2976,Panikoili ,382,21
2977,Jajapur    ,382,21
2978,Jajpur Sadar  ,382,21
2979,Dharmasala ,382,21
2980,Jenapur  ,382,21
2981,Kuakhia  ,382,21
2982,Badachana ,382,21
2983,Balichandrapur ,382,21
2984,Binjharpur ,382,21
2985,Bari - Ramachandrapur,382,21
2986,Mangalpur ,382,21
2987,Parajang ,383,21
2988,Kamakshyanagar ,383,21
2989,Kankadahad  ,383,21
2990,Bhuban ,383,21
2991,Gandia ,383,21
2992,Nihalprasad ,383,21
2993,Tumusingha ,383,21
2994,Motunga ,383,21
2995,Bhusan Steel Limited,0,21
2996,Balimi ,383,21
2997,Hindol ,383,21
2998,Rasol ,383,21
2999,Dhenkanal Sadar ,383,21
3000,Palalahada ,384,21
3001,Khamar ,384,21
3002,Rengali Damsite ,384,21
3003,Kaniha ,384,21
3004,N.T.P.C.   ,384,21
3005,Samal Barrage ,384,21
3006,Talcher Sadar,384,21
3007,Colliery ,384,21
3008,Bikrampur ,384,21
3009,NALCO   ,384,21
3010,Banarpal,384,21
3011,Anugul ,384,21
3012,Jarapada ,384,21
3013,Industrial  ,384,21
3014,Chhendipada ,384,21
3015,Handapa,384,21
3016,Kishorenagar ,384,21
3017,Athmallik ,384,21
3018,Kiakata,384,21
3019,Thakurgarh ,384,21
3020,Purunakot ,384,21
3021,Bantala ,384,21
3022,Gania ,385,21
3023,Dasapalla ,385,21
3024,Banigochha ,385,21
3025,Nuagaon ,385,21
3026,Khandapada ,385,21
3027,Fategarh,385,21
3028,Nayagarh ,385,21
3029,Itamati ,385,21
3030,Nayagarh Sadar,385,21
3031,Odagaon,385,21
3032,Sarankul,385,21
3033,Ranapur ,385,21
3034,Bolagad ,386,21
3035,Begunia,386,21
3036,Khordha ,386,21
3037,Khordha Sadar,386,21
3038,Chandaka,386,21
3039,Nandankanan,386,21
3040,Saheednagar ,386,21
3041,Mancheswar,386,21
3042,Balianta ,386,21
3043,Balipatna,386,21
3044,LINGARAJ,386,21
3045,Airfield (Kapila Prasad),386,21
3046,Uttara P.S ,386,21
3047,Khandagiri ,386,21
3048,Tamando ,386,21
3049,Jatani,386,21
3050,Jankia ,386,21
3051,Nirakarpur,386,21
3052,Tangi,386,21
3053,Balugaon,386,21
3054,Banapur,386,21
3055,Bhubaneswar (M.Corp.),386,21
3056,Delanga,387,21
3057,Pipili ,387,21
3058,Nimapada,387,21
3059,Kakatpur,387,21
3060,Astaranga,387,21
3061,Konark,387,21
3062,Gop,387,21
3063,Ramachandi,387,21
3064,Satyabadi,387,21
3065,Chandanpur ,387,21
3066,Sadar ,387,21
3067,Brahmagiri,387,21
3068,Gadisagada,387,21
3069,Krushna Prasad ,387,21
3070,Puri (M),387,21
3071,TARASINGI,388,21
3072,BUGUDA,388,21
3073,JAGANNATH PRASAD,388,21
3074,BHANJANAGAR,388,21
3075,GANGAPUR,388,21
3076,SURADA,388,21
3077,BADAGADA,388,21
3078,ASIKA,388,21
3079,DHARAKOTE,388,21
3080,KABISURYANAGAR,388,21
3081,POLASARA,388,21
3082,KODALA,388,21
3083,KHALIKOTE,388,21
3084,RAMBHA,388,21
3085,CHHATRAPUR,388,21
3086,GANJAM,388,21
3087,CHAMAKHANDI,388,21
3088,ARJYAPALLI MARINE ,388,21
3089,PURUSOTTAMPUR,388,21
3090,HINJILI,388,21
3091,PATAPUR,388,21
3092,SERAGAD,388,21
3093,BRAHMAPUR SADAR,388,21
3094,GOPALPUR,388,21
3095,GOLANTHARA,388,21
3096,DIGAPAHANDI,388,21
3097,NUAGAON,388,21
3098,JARADA,388,21
3109,Ramagiri,0,21
3099,Brahmapur (M.Corp.),388,21
3100,Adva ,389,21
3101,Mohana ,389,21
3102,R.Udaygiri ,389,21
3103,Serango ,389,21
3104,Kashinagara ,389,21
3105,Parlakhemundi ,389,21
3106,Gurandi,389,21
3107,Rayagada ,389,21
3108,Garabandha,389,21
3110,Gochhapada,390,21
3111,Phulabani ,390,21
3112,Phulabani Town  ,390,21
3113,Khajuripada,390,21
3114,G.Udayagiri,390,21
3115,Tikabali,390,21
3116,Chakapada ,390,21
3117,Sarangagarh ,390,21
3118,Phiringia ,390,21
3119,Baliguda,390,21
3120,Nuagaon,390,21
3121,Tumudibandha,390,21
3122,Belaghar ,390,21
3123,Kotagarh ,390,21
3124,Brahmanigaon ,390,21
3125,Daringbadi ,390,21
3126,Raikia,390,21
3127,Kantamal ,391,21
3128,Manamunda,391,21
3129,Baunsuni ,391,21
3130,Baudh Sadar ,391,21
3131,Puruna Katak ,391,21
3132,Harbhanga ,391,21
3133,Dunguripali ,392,21
3134,Rampur ,392,21
3135,Binika,392,21
3136,Ulunda,392,21
3137,Biramaharajpur,392,21
3138,Subalaya,392,21
3139,Sonapur,392,21
3140,Tarbha,392,21
3141,Loisinga ,393,21
3142,Balangir,393,21
3143,Tushura,393,21
3144,Patnagarh,393,21
3145,Khaprakhol ,393,21
3146,Turekela ,393,21
3147,Belpara ,393,21
3148,Saintala,393,21
3149,Kantabanji,393,21
3150,Bangomunda,393,21
3151,Sindhekela ,393,21
3152,Titlagarh ,393,21
3153,JONK,394,21
3154,NUAPADA,394,21
3155,KOMNA,394,21
3156,KHARIAR,394,21
3157,BODEN,394,21
3158,SINAPALI,394,21
3159,Kesinga,395,21
3160,Madanpur Rampur ,395,21
3161,Narala ,395,21
3162,Lanjigarh  ,395,21
3163,Biswanathpur ,395,21
3164,Sadar,395,21
3165,Kegaon ,395,21
3166,Junagarh,395,21
3167,Golamunda,395,21
3168,Dharamgarh,395,21
3169,Kokasara ,395,21
3170,Jayapatna,395,21
3171,Thuamul Rampur ,395,21
3172,Ambadala ,396,21
3173,Muniguda,396,21
3174,Chandrapur,396,21
3175,Bishamakatak,396,21
3176,Kalyanasingpur ,396,21
3177,Kashipur ,396,21
3178,Andirakanch ,396,21
3179,Tikiri ,396,21
3180,Doraguda ,396,21
3181,Rayagada ,396,21
3182,Seskhal ,396,21
3183,Gunupur,396,21
3184,Gudari ,396,21
3185,Padmapur,396,21
3186,Puttasing ,396,21
3187,Raighar ,397,21
3188,Kundei ,397,21
3189,Umarkote,397,21
3190,Chandahandi ,397,21
3191,Jharigan,397,21
3192,Dabugan,397,21
3193,Paparahandi,397,21
3194,Kodinga,397,21
3195,Kosagumuda ,397,21
3196,Nabarangapur P.S,397,21
3197,Tentulikhunti ,397,21
3198,Khatiguda,397,21
3199,Kotpad ,398,21
3200,Boriguma ,398,21
3201,Bhairabsingipur ,398,21
3202,Dasamantapur,398,21
3203,Lakshmipur,398,21
3204,Narayanpatana ,398,21
3205,Bandhugaon ,398,21
3206,Kakiriguma ,398,21
3207,Koraput ,398,21
3208,Koraput Town ,398,21
3209,Jeypore ,398,21
3210,Kundura,398,21
3211,Boipariguda ,398,21
3212,Machh kund ,398,21
3213,Padua ,398,21
3214,Nandapur,398,21
3215,Similiguda ,398,21
3216,Sunabeda,398,21
3217,Damonjodi,398,21
3218,Pottangi ,398,21
3219,Kotiya ,398,21
3220,Malkangiri,399,21
3221,Mathili ,399,21
3222,Mudulipada ,399,21
3223,Chitrakonda,399,21
3224,Paparmetla ,399,21
3225,Jodamba,399,21
3226,Orkel,399,21
3227,Kalimela ,399,21
3228,Podia,399,21
3229,M.V. 79,399,21
3230,Motu ,399,21
3231,Bharatpur,400,22
3232,Baikunthpur,400,22
3233,Sonhat,400,22
3234,Manendragarh,400,22
3235,Khadganva,400,22
3236,Ramanujganj,401,22
3237,Balrampur,401,22
3238,Wadrafnagar,401,22
3239,Pratappur,401,22
3240,Samri(kusmi),401,22
3241,Shankargarh,401,22
3242,Surajpur,401,22
3243,Oudgi,401,22
3244,Bhaiyathan,401,22
3245,Ramanujnagar,401,22
3246,Premnagar,401,22
3247,Ambikapur,401,22
3248,Lakhanpur,401,22
3249,Udaypur,401,22
3250,Rajpur,401,22
3251,Lundra,401,22
3252,Sitapur,401,22
3253,Batouli,401,22
3254,Mainpat,401,22
3255,Bagicha,402,22
3256,Kansabel,402,22
3257,Jashpur,402,22
3258,Manora,402,22
3259,Kunkuri,402,22
3260,Duldula,402,22
3261,Farsabahar,402,22
3262,Pathalgaon,402,22
3263,Udaipur (Dharamjaigarh),403,22
3264,Lailunga,403,22
3265,Gharghoda,403,22
3266,Tamnar,403,22
3267,Raigarh,403,22
3268,Pusour,403,22
3269,Kharsia,403,22
3270,Sarangarh,403,22
3271,Baramkela,403,22
3272,Katghora,404,22
3273,Poundi-Uproda,404,22
3274,Pali,404,22
3275,Korba,404,22
3276,Kartala,404,22
3277,Janjgir,405,22
3278,Akaltara,405,22
3279,Baloda,405,22
3280,Nawagarh,405,22
3281,Champa,405,22
3282,Sakti,405,22
3283,Pamgarh,405,22
3284,Dabhra,405,22
3285,Malkharoda,405,22
3286,Jaijaipur,405,22
3287,Pendra Road Gorella,406,22
3288,Marwahi,406,22
3289,Pendra,406,22
3290,Lormi,406,22
3291,Kota,406,22
3292,Mungeli,406,22
3293,Pathariya,406,22
3294,Takhatpur,406,22
3295,Bilaspur,406,22
3296,Masturi,406,22
3297,Bilha,406,22
3298,Kawardha,407,22
3299,Bodla,407,22
3300,Sahaspur Lohara,407,22
3301,Pandariya,407,22
3302,Chhuikhadan,408,22
3303,Khairagarh,408,22
3304,Dongargarh,408,22
3305,Rajnandgaon,408,22
3306,Chhuriya,408,22
3307,Dongargaon,408,22
3308,Mohla,408,22
3309,Manpur,408,22
3310,Ambagarh,408,22
3311,Nawagarh,409,22
3312,Bemetara,409,22
3313,Saja,409,22
3314,Thanakhamria,409,22
3315,Berla,409,22
3316,Dhamdha,409,22
3317,Durg,409,22
3318,Patan,409,22
3319,Gunderdehi,409,22
3320,Dondi Luhara,409,22
3321, Balod,409,22
3322,Dondi,409,22
3323,Gurur,409,22
3324,Simga,410,22
3325,Bhatapara,410,22
3326,Baloda Bazar,410,22
3327,Palari,410,22
3328,Kasdol,410,22
3329,Bilaigarh,410,22
3330,Arang,410,22
3331,Abhanpur,410,22
3332,Raipur,410,22
3333,Rajim,410,22
3334,Tilda,410,22
3335,Bindranavagarh(Gariyaband),410,22
3336,Chhura,410,22
3337,Mainpur,410,22
3338,Deobhog,410,22
3339,Basna,411,22
3340,Saraipali,411,22
3341,Mahasamund,411,22
3342,Pithora,411,22
3343,Bagbahra,411,22
3344,Kurud,412,22
3345,Magarlod,412,22
3346,Dhamtari,412,22
3347,Nagri,412,22
3348,Charama,413,22
3349,Bhanupratappur,413,22
3350,Durgkondal,413,22
3351,Kanker,413,22
3352,Narharpur,413,22
3353,Antagarh,413,22
3354,Pakhanjur,413,22
3355,Keskal,414,22
3356,Bade Rajpur,414,22
3357,Kondagaon,414,22
3358,Makdi,414,22
3359,Farasgaon,414,22
3360,Jagdalpur,414,22
3361,Lohandiguda,414,22
3362,Bastanar,414,22
3363,Bastar,414,22
3364,Bakavand,414,22
3365,Tokapal,414,22
3366,Darbha,414,22
3367,Narayanpur,415,22
3368,Orchha,415,22
3369,Dantewada,416,22
3370,Gidam,416,22
3371,Katekalyan,416,22
3372,Kuakonda,416,22
3373,Konta,416,22
3374,Chhindgarh,416,22
3375,Sukma,416,22
3376,Bhopalpattnam,417,22
3377,Usur,417,22
3378,Bijapur,417,22
3379,Bhairamgarh,417,22
3380,Vijaypur,418,23
3381,Beerpur,418,23
3382,Sheopur,418,23
3383,Badoda,418,23
3384,Karahal,418,23
3385,Ambah,419,23
3386,Porsa,419,23
3387,Morena,419,23
3388,Joura,419,23
3389,Kailaras,419,23
3390,Sabalgarh,419,23
3391,Ater,420,23
3392,Bhind,420,23
3393,Mehgaon,420,23
3394,Gormi,420,23
3395,Gohad,420,23
3396,Ron,420,23
3397,Mihona,420,23
3398,Lahar,420,23
3399,Gird,421,23
3400,Pichhore,421,23
3401,Bhitarwar,421,23
3402,Chinour,421,23
3403,Seondha,422,23
3404,Indergarh,422,23
3405,Datia,422,23
3406,Bhander,422,23
3407,Pohri,423,23
3408,Shivpuri,423,23
3409,Narwar,423,23
3410,Karera,423,23
3411,Kolaras,423,23
3412,Badarwas,423,23
3413,Pichhore,423,23
3414,Khaniyadhana,423,23
3415,Niwari,424,23
3416,Orchha,424,23
3417,Prithvipur,424,23
3418,Jatara,424,23
3419,Mohangarh,424,23
3420,Palera,424,23
3421,Baldeogarh,424,23
3422,Khargapur,424,23
3423,Tikamgarh,424,23
3424,Gaurihar,425,23
3425,Laundi,425,23
3426,Chandla,425,23
3427,Nowgong,425,23
3428,Maharajpur,425,23
3429,Chhatarpur,425,23
3430,Rajnagar,425,23
3431,Bada Malhera,425,23
3432,Ghuwara,425,23
3433,Bijawar,425,23
3434,Buxwaha,425,23
3435,Ajaigarh,426,23
3436,Panna,426,23
3437,Devendranagar,426,23
3438,Gunnor,426,23
3439,Amanganj,426,23
3440,Pawai,426,23
3441,Shahnagar,426,23
3442,Raipura,426,23
3443,Bina,427,23
3444,Khurai,427,23
3445,Malthon,427,23
3446,Banda,427,23
3447,Shahgarh,427,23
3448,Rahatgarh,427,23
3449,Sagar,427,23
3450,Garhakota,427,23
3451,Rehli,427,23
3452,Kesli,427,23
3453,Deori,427,23
3454,Hatta,428,23
3455,Patera,428,23
3456,Batiyagarh,428,23
3457,Patharia,428,23
3458,Damoh,428,23
3459,Jabera,428,23
3460,Tendukheda,428,23
3461,Raghurajnagar,429,23
3462,Majhgawan,429,23
3463,Birsinghpur,429,23
3464,Nagod,429,23
3465,Unchahara,429,23
3466,Rampur Baghelan,429,23
3467,Kotar,429,23
3468,Amarpatan,429,23
3469,Ramnagar,429,23
3470,Maihar,429,23
3471,Teonthar,430,23
3472,Jawa,430,23
3473,Sirmour,430,23
3474,Mangawan,430,23
3475,Semaria,430,23
3476,Hanumana,430,23
3477,Mauganj,430,23
3478,Naigarhi,430,23
3479,Huzur,430,23
3480,Raipur - Karchuliyan,430,23
3481,Gurh,430,23
3482,Bandhogarh,431,23
3483,Chandia,431,23
3484,Manpur,431,23
3485,Pali,431,23
3486,Nowrozabad,431,23
3487,Jawad,432,23
3488,Singoli,432,23
3489,Neemuch,432,23
3490,Jiran,432,23
3491,Manasa,432,23
3492,Bhanpura,433,23
3493,Malhargarh,433,23
3494,Garoth,433,23
3495,Shamgarh,433,23
3496,Mandsaur,433,23
3497,Daloda ,433,23
3498,Sitamau,433,23
3499,Suwasara,433,23
3500,Piploda,434,23
3501,Jaora,434,23
3502,Alot,434,23
3503,Tal,434,23
3504,Sailana,434,23
3505,Bajna,434,23
3506,Rawti,434,23
3507,Ratlam,434,23
3508,Khacharod,435,23
3509,Nagda,435,23
3510,Mahidpur,435,23
3511,Ghatiya,435,23
3512,Tarana,435,23
3513,Ujjain,435,23
3514,Badnagar,435,23
3515,Susner,436,23
3516,Nalkheda,436,23
3517,Badod,436,23
3518,Agar,436,23
3519,Shajapur,436,23
3520,Gulana,436,23
3521,Moman Badodiya,436,23
3522,Shujalpur,436,23
3523,Kalapipal,436,23
3524,Tonk Khurd,437,23
3525,Sonkatch,437,23
3526,Dewas,437,23
3527,Kannod,437,23
3528,Satwas,437,23
3529,Bagli,437,23
3530,Hatpiplya,437,23
3531,Khategaon,437,23
3532,Badnawar,438,23
3533,Sardarpur,438,23
3534,Dhar,438,23
3535,Gandhwani,438,23
3536,Kukshi,438,23
3537,Dahi,438,23
3538,Manawar,438,23
3539,Dharampuri,438,23
3540,Depalpur,439,23
3541,Hatod,439,23
3542,Sawer,439,23
3543,Indore,439,23
3544,Mhow ,439,23
3545,Barwaha,440,23
3546,Maheshwar,440,23
3547,Kasrawad,440,23
3548,Segaon,440,23
3549,Bhikangaon,440,23
3550,Khargone,440,23
3551,Gogaon,440,23
3552,Bhagwanpura,440,23
3553,Jhiranya,440,23
3554,Barwani,441,23
3555,Pati,441,23
3556,Thikri,441,23
3557,Anjad,441,23
3558,Rajpur,441,23
3559,Pansemal,441,23
3560,Niwali,441,23
3561,Sendhwa,441,23
3562,Varla,441,23
3563,Jirapur,442,23
3564,Khilchipur,442,23
3565,Rajgarh,442,23
